"term","definition","FNA_ID"
"aril","An appendicular structure that wholly or partly envelops a seed and is produced from or a modification of the funicle, raphe, outer integument, or (in some Pinophyta) a subtending involucre; usually fleshy or pulpy, sometimes spongy or tufted-capillate, often brightly colored.","a66630d1-0b49-4bbf-a50d-049b44af0115"
"aril","An appendicular structure that wholly or partly envelops a seed and is an outgrowth from the funicle or raphe, and thus is ontogenetically derived from the placenta; usually fleshy or pulpy, sometimes spongy or tufted-capillate, often brightly colored.","df9f1b7d-85ae-4b81-995b-917af892635d"
"arillate","Having an aril.","e5bdd8e6-82e2-4010-a1b0-104af66d91df"
"arillode","A 'false' aril; an appendicular structure that wholly or partly envelops a seed and is produced from or a modification of the outer integument or (in some Pinophyta) a subtending involucre, but not from the funicle or raphe, and thus is not ontogenetically derived from the placenta; usually fleshy or pulpy, sometimes spongy or tufted-capillate, often brightly colored.","2343b950-6cbd-4879-b15d-db6804ace6a0"
"arillus","An appendicular structure that wholly or partly envelops a seed and is an outgrowth from the funicle or raphe, and thus is ontogenetically derived from the placenta; usually fleshy or pulpy, sometimes spongy or tufted-capillate, often brightly colored.","a8b68c3e-3987-4e3b-b776-d180b8d99767"
"arilli","An appendicular structure that wholly or partly envelops a seed and is an outgrowth from the funicle or raphe, and thus is ontogenetically derived from the placenta; usually fleshy or pulpy, sometimes spongy or tufted-capillate, often brightly colored.","a00de34e-9450-4e2a-bbed-9d2cd90ed843"
"arista","A slender, more or less straight and stiff, fine-pointed, terminal or subterminal appendage or prolongation, sometimes a continuation of the bearing structure's central primary vein, as on a glume, lemma, or palea in Poaceae (Gramineae).","5e6f29b2-6a37-4663-888b-7cb315ef277e"
"aristae","A slender, more or less straight and stiff, fine-pointed, terminal or subterminal appendage or prolongation, sometimes a continuation of the bearing structure's central primary vein, as on a glume, lemma, or palea in Poaceae (Gramineae).","399ba59a-deb1-4bc9-b7e5-ed2b89700d5c"
"aristate","Bearing one or more aristae (awns, bristles, setae).","856daa5f-1a2b-432a-b40f-c2dca098837a"
"aristate","Terminating in one or more awn- or bristle-like appendages.","b607f4d7-dc30-407f-ae9c-4c4ed8511532"
"aromatic","Having a distinct odor; usually restricted to pleasant odors.","d467aa8d-177e-49f9-9618-99ff3efcb9e7"
"arrangement","Disposition of equivalent structures with respect to one another (positions/insertions and/or orientations, regarded collectively) within some explicit or implicit standard context.  Overlaps conceptually with habit, insertion, orientation, position, and shape.","bacbd7d2-d2e9-4dab-862d-0711fd660964"
"arrowhead-shaped","Having two retrorse, generally triangular lobes, one to either side.","fcff937b-448b-44b3-91c2-6e453a75fc00"
"arrowhead-shaped","Generally triangular, tapering gradually from the base to an acute apex, the base with a relatively large, acute, retrorse lobe to either side; like the outline of the broad lateral face of an arrowhead.","673b49a2-a5fa-4609-a4ba-7f29286f6308"
"articulate","Elongate with one or more distinct, relatively narrow zones of demarcation between adjacent main portions of the whole, these articulations (joints) often thicker and sometimes sites of eventual abscission.","e6d0e8ad-a537-439e-9db8-2fe82f6fd0c8"
"articulated","Elongate with one or more distinct, relatively narrow zones of demarcation between adjacent main portions of the whole, these articulations (joints) often thicker and sometimes sites of eventual abscission.","67a940e4-d85e-42c7-ba41-0f7da34bc28c"
"articulation","A distinct, relatively narrow zone of demarcation between adjacent main portions of an elongate structure, often thicker than the rest of the structure and sometimes a site of eventual abscission.","987561a3-8f49-489f-aaed-8010381bc60d"
"ascending","Spreading at the base and then curving upward or forward, the distal portion more or less parallel to the bearing structure.","c64943a6-a190-40a9-81c7-428b18f77414"
"ascidiate","Having an ascidiform (pitcher-shaped) blade; esp. in Nepenthaceae, Sarraceniaceae.","41adcec9-ec7c-42a6-bbf0-e4067efc78f9"
"ascidiate","Bearing ascidiate (pitcher-bladed) leaves; esp. in Nepenthaceae, Sarraceniaceae.","0203f146-1851-44ef-aa69-b12237260e8d"
"ascidiform","Having a more or less tubular, radially or bilaterally symmetrical body closed at the base and broadening toward a more or less open apex sometimes lidded or overarched by a prolongation of one side; like a pitcher.","02a721ce-933f-4676-bb0c-a46395439fd0"
"ascidium","An ascidiform (pitcher-shaped) leaf blade, sometimes operculate (lidded), usually carnivorous; esp. in Nepenthaceae, Sarraceniaceae.","a97f1513-7684-49d4-92f5-934d1c8b3e1c"
"ascidia","An ascidiform (pitcher-shaped) leaf blade, sometimes operculate (lidded), usually carnivorous; esp. in Nepenthaceae, Sarraceniaceae.","06544712-db97-4208-b188-c4b756a53c72"
"asepalous","Lacking sepals.","a2bde9f9-f4d5-48c6-a462-93f847b1e071"
"aseptate","Lacking internal walls or partitions (septae).","3de8b75f-abf2-4b9c-b781-e2bd13b3b71d"
"asexual","Producing new plants by means not involving meiosis or fertilization.","95f1592b-b8f0-41eb-bec1-b797d0530b80"
"assurgent","Spreading at the base and then curving upward or forward, the distal portion more or less parallel to the bearing structure.","ee64afe0-b62e-48a6-883a-86020e6aae02"
"astomatiferous","Lacking stomates in the epidermis.","3fc73a0e-8894-41ee-bb68-660e58dc225e"
"asymmetric","Not divisible into essentially equal halves along any line or plane.","fab21746-9651-4dac-89cc-e4ada278dde7"
"asymmetrical","Not divisible into essentially equal halves along any line or plane.","ca2b849c-28d2-44df-9466-5deeccab173f"
"asymmetric","Not divisible into essentially equal halves along any line or plane.","9c1c1b03-85ec-47a8-9a6f-a1e075816d24"
"asymmetrical","Not divisible into essentially equal halves along any line or plane.","96d48fbb-ed87-4d55-8356-397c2f00b8d9"
"asymmetric","Not divisible into essentially equal halves along any line or plane.","36e5435e-cbfe-4c6a-ab63-f50df19adc21"
"asymmetrical","Not divisible into essentially equal halves along any line or plane.","d1327208-a924-4894-a497-77abb0431b97"
"asymmetric","Having the perianth members in whorls that are irregular and/or unequal in number of members.","3a2536b7-f9db-4d68-bb02-17328eb8e747"
"asymmetrical","Having the perianth members in whorls that are irregular and/or unequal in number of members.","8271aef6-8610-46a5-8eb2-2fda8ea3e577"
"atropous","Having the (straight) ovule sessile or funiculate and divaricate, the micropyle facing away from the ovary wall (placenta).","a913faa0-5ff4-4cfb-9c64-fd0e3a0260ac"
"attenuate","Gradually diminishing in width or diameter toward the proximal end, the sides longitudinally concave.  Corresponds with acuminate for apex shape.","cdb9191c-380c-4014-8520-932795d8f3c6"
"attenuate","Gradually diminishing in width from one end to the other.","2bcda52d-3d83-463a-945f-bd41e8caeaa8"
"attenuate","Gradually diminishing in breadth or diameter from one end to the other.","ff781b74-3d05-48a2-be1b-e84b2c90e1ad"
"auricle","A small, rounded, lateral lobe at the base of a laminar structure, lying in more or less the same plane as the remainder of the lamina.","8df20dc2-22bf-45e2-b3a5-3af5766e4c37"
"auriculate","Having two small, rounded, lateral lobes, one to either side, that lie in more or less the same plane as the remainder of the lamina.","52718fa2-6792-4e80-b6de-f00baccba914"
"auriform","Resembling a mammalian outer ear.","75e7f90b-e196-46c0-a58d-babac89c90de"
"autogamous","Having fertilization regularly involving gametes derived from the same plant.","e4218a94-0f2e-4bc2-8c68-2ef690aa176f"
"automictic","Having fertilization regularly involving gametes derived from the same plant.","37df73a4-b1bc-4afd-b9bf-45ead89c612a"
"autotrophic","Independent of other organisms for its nourishment, itself synthesizing all essential substances not directly available from the non-living environment.","0119b66f-55c3-4820-a510-b0baf35ed166"
"awl-shaped","Narrowly triangular or truncate-triangular and broadest at the base; like the outline of the lateral face of an awl.","79cb6957-ec3d-4df3-b34b-37230277ee16"
"awl-shaped","Slender, essentially terete, and straight, gradually attenuate from a relatively narrow base to a very narrow, blunt to angular apex.","4ff987c3-437f-4cc1-af87-9e82f86f4a32"
"awn","A slender, more or less straight and stiff, fine-pointed, terminal or subterminal appendage or prolongation, sometimes a continuation of the bearing structure's central primary vein, as on a glume, lemma, or palea in Poaceae (Gramineae).","3770462d-1696-49d9-af09-5caa5cd14d9f"
"awned","Bearing one or more awns (aristae, bristles, setae).","a972dd13-6a67-44ba-84c7-471800579af7"
"axe-shaped","Elongate, basally terete, becoming strongly compressed toward an abruptly and unilaterally broader apex; like an axe (handle plus head).","e64f44aa-5d06-44a0-b661-d29c9617525e"
"axehead-shaped","Like an axe head oriented cutting edge downward.","046e8bfb-d1a1-43a9-a1c6-523b75d453b5"
"axil","The space bounded by and near the vertex of the distal angle between a lateral structure, especially a leaf, and the axis that bears it.","d08f3751-3ae2-407c-9c16-1e561c933925"
"axile","Upon the central axis of a compound, plurilocular ovary.","22de4058-4f06-4bd4-9604-db9600bf19df"
"axillary","Within the axil; nodal and at or very close to the vertex of the distal angle between a lateral structure, especially a leaf, and the axis that bears it.","220dfe96-1f2a-40e3-ae0b-6e7235100271"
"axillary","Within the axil; nodal and at or very close to the vertex of the distal angle between a lateral structure, especially a leaf, and the axis that bears it.","d68e9b2f-2e6a-4884-bad4-8e4c7fd595f2"
"axis","Any unitary and longitudinally continuous structure that bears laterally the subordinate portion(s), if any, of a plant root or shoot or any subdivision thereof and that represents the main line of structural development and/or symmetry distal to its origin, irrespective of the particular ontogenetic growth pattern involved.  See also primary axis.","1621cc8d-b61a-4f5b-999b-0a742189d75b"
"axes","Any unitary and longitudinally continuous structure that bears laterally the subordinate portion(s), if any, of a plant root or shoot or any subdivision thereof and that represents the main line of structural development and/or symmetry distal to its origin, irrespective of the particular ontogenetic growth pattern involved.  See also primary axis.","2355281f-ab10-4ae2-a3d8-672cace068a8"
"baccate","Having the structure and texture of a berry.","0b53f7a0-bd05-46a9-9668-13475c730c1c"
"bag-shaped","Irregularly obovoid with an exterior aspect intermediate between inflated and flaccid; like a closed pouch or bag.","10506bf7-f326-45af-a194-2b6392470f0e"
"bald","Lacking trichomes.","538c1041-c8c5-43d0-a1f9-5453b24bd238"
"balding","Becoming bald (glabrous, psilate) with age.","fccac2b7-3c6a-433d-a1ca-37e063a85bfa"
"banded","Broadly striped; having one or more elongate, relatively broad and, when multiple, more or less parallel, areas of contrasting hue and/or intensity.","4c27653e-e050-4f3d-9184-23afe373a0a7"
